,JID#,SERIES,SHOT,SHOT_CODE,YEAR,MON,DAY,TIME,SITE,LAT,LON,HOLE,HOB,GZALT,TYPE,PUR,YD-MN,YD-MX,YIELD,MAG,DEVICE,WARHEAD,SPONSOR,NATION,UNIX_TIME,GTUNE_ID
1359,US816,Arbor,Potrero,,1974,APR,23,15:13:00.161,NTS-YF,37.15997,-116.07641, U2eb,-210.31,1310,UG-S,WR,0,20,0.5,3.6,,,LLNL,US,135961980.161,197404231513
1360,US817,Arbor,Plomo,,1974,MAY,1,14:02:00.21,NTS-YF,37.0311,-115.9856, U3ff,-149.35,1227,UG-S,WR,0,20,,,,,LANL,US,136648920.21,197405011402
1361,US818,Arbor,Jib,,1974,MAY,8,16:55:00.085,NTS-YF,37.00098,-116.00162, U3hb,-180.44,1177,UG-S,WR,0,20,,,,,LANL,US,137264100.085,197405081655
1362,USSR450,1974,399,,1974,MAY,16,03:03:00,STS-D,49.73972,78.03583,176,,652,UG-T,WR,0.001,20,18,5.3,,,A,USSR,137905380.0,197405160303
1363,US819,Arbor,Grove,,1974,MAY,22,14:15:00.169,NTS-YF,37.11481,-116.0747, U2ds,-313.94,1264,UG-S,WR,0,20,2.5,4.2,,,LLNL,US,138464100.169,197405221415
1364,UK27,Arbor,Fallon,,1974,MAY,23,13:38:30.164,NTS-YF,37.12449,-116.07888, U2dv,-466.04,1276,UG-S,WR,20,200,20,4.8,, Chevaline WH?,,UK,138548310.164,197405231338
1365,USSR451,1974,400,,1974,MAY,31,03:27:00,STS-B,49.96056,78.84417,1207,-316,,UG-S,PR,20,150,71,5.9,,,A,USSR,139202820.0,197405310327
1366,US820,Arbor,Jara,,1974,JUN,6,14:40:00.08,NTS-YF,37.00384,-116.02351, U3hp,-378.06,1180,UG-S,WR,0,20,4,4.4,,,LANL,US,139761600.08,197406061440
1367,RF55,1974,Capricorne,,1974,JUN,16,17:30:00,PMU-DI,-21.83,-138.88,,220,,A-B, WR,4,,4,,, TN-70?,,RF,140635800.0,197406161730
1368,PRC16,,,,1974,JUN,17,05:59:52,LN-D,40.518,89.619,,,,A,,200,1000,1000,4.5,TN,BM wh?,,PRC,140680792.0,197406170559
1369,US821,Arbor,Ming Blade,,1974,JUN,19,16:00:00.084,NTS-RM,37.21031,-116.20726, U12n.08,-387.65,2212,UG-T,WE,0,20,20,5.0,,,LANL,US,140889600.084,197406191600
1370,USSR452,1974,401,,1974,JUN,25,03:57:00,STS-D,49.83056,78.10139, 3-1PP,,630,UG-T,WE,0.001,20,3.5,4.7,,,A,USSR,141364620.0,197406250357
1371,RF56,1974,Belier,,1974,JUL,1,17:30:00,PMU-CO,-21.79,-138.91,,5,0.6,AS, SE,0,,0,, ND,,,RF,141931800.0,197407011730
1372,RF57,1974,Gemeaux,,1974,JUL,7,23:15:00,PMU-DI,-21.83,-138.88,,312,,A-B, WR,150,,150,, TN, TN-70?,,RF,142470900.0,197407072315
1373,USSR453,1974,402 Kama-1,,1974,JUL,8,06:00:00,-RU-BK,53.7,55.1, ?,-2130,,UG-S,I-C,V10,,10,4.6,,,A,USSR,142495200.0,197407080600
1374,USSR454,1974,403,,1974,JUL,10,02:57:00,STS-D,49.77722,78.1125,195,,600,UG-T,WR,0.001,20,18,5.3,,,A,USSR,142657020.0,197407100257
1375,US822,Bedrock,Escabosa,,1974,JUL,10,16:00:00.092,NTS-YF,37.07503,-116.03182, U7ac,-638.52,1223,UG-S,WR,20,200,150,5.7,,,LANL,US,142704000.092,197407101600
1376,RF58,1974,Centaure,,1974,JUL,17,17:00:00,PMU-DE,-21.83,-138.88,,270,,A-B, WR,4,,4,,, TN-80?,,RF,143312400.0,197407171700
1377,US823,Bedrock,Crestlake-Tansan,S,1974,JUL,18,14:00:01.20,NTS-YF,37.119,-116.086, U2dw,-272,1274,UG-S,WR,0,20,2,4.1,,,LLNL,US,143388001.2,197407181400
1378,US824,Bedrock,Crestlake-Briar,SS,1974,JUL,18,14:00:01.20,NTS-YF,37.119,-116.086, U2dw,-373.68,1274,UG-S,WR,0,20,,,,,LLNL,US,143388001.2,197407181400
1379,RF59,1974,Maquis,,1974,JUL,25,17:30:00,PMU,-21.83,-138.88,,250,,A-AD, WR,8,,8,, IP, AN-52,,RF,144005400.0,197407251730
1380,RF60,1974,Persee,,1974,JUL,28,17:30:00,PMU-CO,-21.79,-138.91,,5,0.6,AS, SE,0.001,,0.001,, FZ,,,RF,144264600.0,197407281730
1381,USSR455,1974,404,,1974,JUL,29,03:28:00,STS-B,49.9375,78.93583,1050,,,UG-S,WR,0.001,20,,,,,,USSR,144300480.0,197407290328
1382,RF61,1974,Scorpion,,1974,AUG,14,00:30:00,PMU-DI,-21.83,-138.88,,312,,A-B, WR,96,,96,,,,,RF,145672200.0,197408140030
1383,US825,Bedrock,Puye,,1974,AUG,14,14:00:00.11,NTS-YF,37.02341,-116.03636, U3jl,-430.08,1188,UG-S,WR,0,20,5,4.6,,,LANL,US,145720800.11,197408141400
1384,USSR456,1974,405 Gorizont-2,,1974,AUG,14,15:00:00,-RU-T,68.903,75.823, G-2,-550,,UG-S,I-S,S 7.6,,7.6,5.4,,,A,USSR,145724400.0,197408141500
1385,RF62,1974,Taurue,,1974,AUG,24,23:45:00,PMU-DE,-21.83,-138.88,,270,,A-B, WR,14,,14,,,,,RF,146619900.0,197408242345
1386,USSR457,1974,407,S,1974,AUG,29,09:59:56,NZ-NS,73.397,54.905, A-11,-1000,,X UG-T,WR,150,1500,1200,6.58,,,KB-11/A,USSR,147002396.0,197408290959
1387,USSR458,1974,407,SS,1974,AUG,29,09:59:56,NZ-NS,73.397,54.905, A-11,,,UG-T,WR,150,1500,,,,,KB-11/C,USSR,147002396.0,197408290959
1388,USSR459,1974,407,SS,1974,AUG,29,09:59:56,NZ-NS,73.397,54.905, A-11,,,UG-T,WR,20,150,,,,,KB-11/C,USSR,147002396.0,197408290959
1389,USSR460,1974,407,SS,1974,AUG,29,09:59:56,NZ-NS,73.397,54.905, A-11,,,UG-T,WR,0.001,20,,,,,KB-11/C,USSR,147002396.0,197408290959
1390,USSR461,1974,407,SS,1974,AUG,29,09:59:56,NZ-NS,73.397,54.905, A-11,,,UG-T,WR,150,1500,,,,,KB-11/C,USSR,147002396.0,197408290959
1391,USSR462,1974,406 Gorizont-1,,1974,AUG,29,15:00:00,-RU,67.085,62.625, G-1,-590,,UG-S,I-S,S 7.6,,7.6,5.0,,,A,USSR,147020400.0,197408291500
1392,US826,Bedrock,Portmanteau,,1974,AUG,30,15:00:00.163,NTS-YF,37.15248,-116.08333, U2ax,-655.32,1313,UG-S,WR,20,200,160,5.8,,,LLNL,US,147106800.163,197408301500
1393,USSR463,1974,408,,1974,SEP,13,03:03:00,STS-D,49.76972,78.05528,179,,690,UG-T,WE,0.001,20,14,5.2,,,A,USSR,148273380.0,197409130303
1394,RF63,1974,Verseau,,1974,SEP,14,23:30:00,PMU-DI,-21.871,-139.01,,433,,A-B, WR,332,,332,, TN, TN-60?,,RF,148433400.0,197409142330
1395,US827,Bedrock,Pratt,,1974,SEP,25,14:00:00.08,NTS-YF,37.01212,-116.03029, U3hq,-313.96,1183,UG-S,WR,0,20,5,4.4,,,LANL,US,149349600.08,197409251400
1396,US828,Bedrock,Trumbull,,1974,SEP,26,14:30:00.164,NTS-YF,37.09321,-116.09476, U4aa,-262.74,1269,UG-S,WR,0,20,0.2,3.3,,,LLNL,US,149437800.164,197409261430
1397,US829,Bedrock,Stanyan,,1974,SEP,26,15:05:00.17,NTS-YF,37.13263,-116.06839, U2aw,-573.02,1275,UG-S,WR,20,200,100,5.6,,,LLNL,US,149439900.17,197409261505
1398,USSR464,1974,409 Kristall,,1974,OCT,2,01:00:01,-RU,66.1,112.65, ?,-98,305,UG-S,I-E,M 1.7,,1.7,4.6,,,,USSR,149907601.0,197410020100
1399,USSR465,1974,410 Argon-3,,1974,OCT,16,06:33:00,STS-B,49.9875,78.89417,1005,,,UG-S,WE,0.001,20,19,5.5,,,A,USSR,151137180.0,197410160633
1400,US830,Bedrock,Estaca,,1974,OCT,17,17:13:00.118,NTS-YF,37.03973,-116.04819, U3ja,-321.05,1180,UG-S,WR,0,20,,,,,LANL,US,151261980.118,197410171713
1401,US831,Bedrock,Hybla Fair,,1974,OCT,28,15:00:00.168,NTS-RM,37.20113,-116.20394, U12n.09,-404.47,2227,UG-T,WE,0,20,,,,,LLNL,US,152204400.168,197410281500
1402,USSR466,1974,411,,1974,NOV,2,05:00:00,NZ-SS,70.81,53.91, Yu-5N,-1500,,UG-S,WR,1500,10000,2300,6.81,,,Ch-70 A,USSR,152600400.0,197411020500
1403,US832,Bedrock,Temescal,,1974,NOV,2,15:30:00.164,NTS-YF,37.09319,-116.09167, U4ab,-262.74,1263,UG-S,WR,0,20,,,,,LLNL,US,152638200.164,197411021530
1404,US833,Bedrock,Puddle,,1974,NOV,26,15:00:00.90,NTS-YF,37.00103,-116.01121, U3kg,-183.97,1169,UG-S,SE,0,20,,,,,LANL,US,154710000.9,197411261500
1405,USSR467,1974,412,,1974,NOV,28,05:57:00,STS-SU,49.95,77.7,215,,,UG-S,WR,0.001,20,0.01,2.7,,,,USSR,154850220.0,197411280557
1406,USSR468,1974,413 Lazurit,,1974,DEC,7,05:59:59,STS-M,49.916,77.605, R-1,-75,,UG-S,I-E,M 1.7,,1.7,4.7,,,A,USSR,155627999.0,197412070559
1407,USSR469,1974,414,,1974,DEC,16,06:23:00,STS-D,49.76778,78.08167, 709P,,629,UG-T,WR,0.001,20,6.7,4.94,,,A,USSR,156406980.0,197412160623
1408,USSR470,1974,415,,1974,DEC,16,06:41:00,STS-D,49.83306,78.02667, 148/5,-126,600,UG-T,I,3.8,,3.8,4.89,,,A,USSR,156408060.0,197412160641
1409,US834,Bedrock,Keel,,1974,DEC,16,17:30:00.088,NTS-YF,37.0113,-116.01763, U3hu,-304.72,1182,UG-S,WR,0,20,4,4.3,,,LANL,US,156447000.088,197412161730
1410,USSR471,1974,416,,1974,DEC,27,05:46:59,STS-B,49.96583,79.00333,1058,,,UG-S,WR,20,150,36,5.5,,,A,USSR,157355219.0,197412270546
1411,US836,Bedrock,Portola-Larkin,SS,1975,FEB,6,15:30:00.16,NTS-YF,37.17841,-116.05156, U10bb,-274,1285,UG-S,WR,0,20,,,,,LLNL,US,160932600.16,197502061530
1412,US835,Bedrock,Portola,S,1975,FEB,6,15:30:00.165,NTS-YF,37.17841,-116.05156, U10bb,-198.12,1285,UG-S,WR,0,20,0.35,3.5,,,LLNL,US,160932600.165,197502061530
1413,US837,Bedrock,Teleme,,1975,FEB,6,16:13:00.17,NTS-YF,37.11412,-116.02104, U9cl,-304.8,1300,UG-S,WR,0,20,6,4.5,,,LLNL,US,160935180.17,197502061613
1414,US838,Bedrock,Bilge,,1975,FEB,19,20:10:00.224,NTS-YF,37.0022,-116.02456, U3kc,-318.35,1179,UG-S,WR,0,20,,,,,LANL,US,162072600.224,197502192010
1415,USSR472,1975,417,S,1975,FEB,20,05:33:00,STS-D,49.7775,78.01556,163,,749,UG-T,WE,0.001,20,,,,,,USSR,162106380.0,197502200533
1416,USSR473,1975,417,SS,1975,FEB,20,05:33:00,STS-D,49.7775,78.01556,163,,749,UG-T,WE,0.001,20,,,,,,USSR,162106380.0,197502200533
1417,USSR474,1975,417,SS,1975,FEB,20,05:33:00,STS-D,49.7775,78.01556,163,,749,UG-T,WE,0.001,20,,,,,,USSR,162106380.0,197502200533
1418,USSR475,1975,418,,1975,FEB,20,05:33:00,STS-D,49.79889,78.00139,156,,665,UG-T,WE,0.001,20,55,5.7,,,A,USSR,162106380.0,197502200533
1419,US839,Bedrock,Topgallant,,1975,FEB,28,16:15:00.09,NTS-YF,37.1062,-116.05625, U4e,-713.37,1245,UG-S,WR,20,200,160,5.7,,,LANL,US,162836100.09,197502281615
1420,US840,Bedrock,Cabrillo,,1975,MAR,7,16:00:00.169,NTS-YF,37.13401,-116.08424, U2dr,-600.46,1288,UG-S,WR,20,200,89,5.5,,,LLNL,US,163440000.169,197503071600
1421,USSR476,1975,419,,1975,MAR,11,05:43:00,STS-D,49.75472,78.1075,101,,650,UG-T,WR,0.001,20,24,5.4,,,A,USSR,163748580.0,197503110543
1422,US841,Bedrock,Dining Car,,1975,APR,5,19:45:00.187,NTS-RM,37.18792,-116.21388, U12e.18,-383.01,2238,UG-T,WE,0,20,20,4.9,,,LLNL,US,165959100.187,197504051945
1423,US842,Bedrock,Edam,,1975,APR,24,14:10:00.17,NTS-YF,37.11567,-116.08739, U2dy,-411.48,1272,UG-S,WR,20,200,20,4.6,,,LLNL,US,167580600.17,197504241410
1424,USSR477,1975,420,,1975,APR,25,05:00:00,-KZ-BA,47.909,47.912, A-II-2,-600,,UG-CS,I,0.35,,0.35,4.7,,,A,USSR,167634000.0,197504250500
1425,USSR478,1975,421,,1975,APR,27,05:36:59,STS-B,49.9375,78.90361,1205,,,UG-S,WR,20,150,29,5.6,,,A,USSR,167809019.0,197504270536
1426,US843,Bedrock,Obar,,1975,APR,30,15:00:00.90,NTS-YF,37.10886,-116.0288, U7ag,-568.8,1279,UG-S,WR,20,200,38,5.2,,,LANL,US,168102000.9,197504301500
1427,US844,Bedrock,Tybo,,1975,MAY,14,14:00:00.16,NTS-PM,37.22078,-116.47416, U20y,-765.05,1880,UG-S,WR,200,1000,380,6.0,,,LLNL,US,169308000.16,197505141400
1428,US845,Bedrock,Stilton,,1975,JUN,3,14:20:00.17,NTS-PM,37.3401,-116.5229, U20p,-731.52,1667,UG-S,WR,20,200,200,5.9,,,LLNL,US,171037200.17,197506031420
1429,US846,Bedrock,Mizzen,,1975,JUN,3,14:40:00.106,NTS-YF,37.09483,-116.03611, U7ah,-637.18,1247,UG-S,WR,20,200,140,5.7,,,LANL,US,171038400.106,197506031440
1430,RF64,1975,Achille,,1975,JUN,5,18:15:00,PFA-R1,-22.28,-138.74,,-623,,UG-S, WR,0,5,5,5.33,,,,RF,171224100.0,197506051815
1431,USSR479,1975,422,,1975,JUN,8,03:27:00,STS-D,49.75167,78.00583,165,,722,UG-T,PR,0.001,20,32,5.5,,,A,USSR,171430020.0,197506080327
1432,US847,Bedrock,Alviso,,1975,JUN,11,13:00:00.167,NTS-YF,37.11178,-116.0737, U2du,-183,1261,UG-S,SE,0,20,,,,,LLNL,US,171723600.167,197506111300
1433,US848,Bedrock,Futtock,,1975,JUN,18,11:49:00.092,NTS-YF,37.06564,-116.02196, U3eh,-186.56,1221,UG-S,SE,0,20,,,,,LANL,US,172324140.092,197506181149
1434,US849,Bedrock,Mast,,1975,JUN,19,13:00:00.09,NTS-PM,37.35035,-116.32022, U19u,-910.7,2068,UG-S,WR,200,1000,520,6.1,,,LANL,US,172414800.09,197506191300
1435,US850,Bedrock,Camembert,,1975,JUN,26,12:30:00.161,NTS-PM,37.27893,-116.36858, U19q-,1310.64,2033,UG-S,WR,200,1000,750,6.2,,,LLNL,US,173017800.161,197506261230
1436,USSR480,1975,423,,1975,JUN,30,03:27:00,STS-B,49.98556,78.89694, A,,,UG-S,WR,0.001,20,8,5.0,,,A,USSR,173330820.0,197506300327
1437,USSR481,1975,424,S,1975,JUL,15,02:57:00,STS-D,49.79139,78.09444,133,,686,UG-T,WR,0.001,20,,,,,,USSR,174625020.0,197507150257
1438,USSR482,1975,424,SS,1975,JUL,15,02:57:00,STS-D,49.79139,78.09444,133,,686,UG-T,WR,0.001,20,,,,,,USSR,174625020.0,197507150257
1439,USSR483,1975,425,S,1975,AUG,7,03:57:00,STS-D,49.80194,78.13056,122,,711,UG-T,WR,0.001,20,14,5.2,,,A,USSR,176615820.0,197508070357
1440,USSR484,1975,425,SS,1975,AUG,7,03:57:00,STS-D,49.80139,78.12833,123,,752,UG-T,WR,0.001,20,,,,,,USSR,176615820.0,197508070357
1441,USSR485,1975,426 Gorizont-4,,1975,AUG,12,15:00:00,-RU,70.763,126.953, G-4,-500,,UG-S,I-S,S 7.6,,7.6,5.1,,,,USSR,177087600.0,197508121500
1442,USSR486,1975,427,S,1975,AUG,23,08:59:58,NZ-NS,73.334,54.682, A-10,-700,,X UG-T,WE,150,1500,1100,6.55,,,KB-11,USSR,178016398.0,197508230859
1443,USSR487,1975,427,SS,1975,AUG,23,08:59:58,NZ-NS,73.334,54.682, A-10,,,UG-T,WE,0.001,20,,,,,KB-11,USSR,178016398.0,197508230859
1444,USSR488,1975,427,SS,1975,AUG,23,08:59:58,NZ-NS,73.334,54.682, A-10,,,UG-T,WE,150,1500,,,,,KB-11,USSR,178016398.0,197508230859
1445,USSR489,1975,427,SS,1975,AUG,23,08:59:58,NZ-NS,73.334,54.682, A-10,,,UG-T,WE,0.001,20,,,,,KB-11,USSR,178016398.0,197508230859
1446,USSR490,1975,427,SS,1975,AUG,23,08:59:58,NZ-NS,73.334,54.682, A-10,,,UG-T,WR,20,150,,,,,KB-11,USSR,178016398.0,197508230859
1447,USSR491,1975,427,SS,1975,AUG,23,08:59:58,NZ-NS,73.334,54.682, A-10,,,UG-T,WR,150,1500,,,,,KB-11,USSR,178016398.0,197508230859
1448,USSR492,1975,427,SS,1975,AUG,23,08:59:58,NZ-NS,73.334,54.682, A-10,,,UG-T,WR,150,1500,,,,,KB-11,USSR,178016398.0,197508230859
1449,USSR493,1975,427,SS,1975,AUG,23,08:59:58,NZ-NS,73.334,54.682, A-10,,,UG-T,WR,20,150,,,,,KB-11,USSR,178016398.0,197508230859
1450,US851,Anvil,Marsh,,1975,SEP,6,17:00:00.113,NTS-YF,37.02365,-116.02831, U3kb,-427.21,1187,UG-S,WR,0,20,7,4.6,,,LANL,US,179254800.113,197509061700
1451,USSR494,1975,428 Gorizont-3,,1975,SEP,29,11:00:00,-RU-K,69.578,90.337, G-3,-830,,UG-S,I-S,S 7.6,,7.6,4.8,,,A,USSR,181220400.0,197509291100
1452,USSR495,1975,429,,1975,OCT,5,04:27:00,STS-D,49.78306,78.08667,192,,635,UG-T,WR,0.001,20,0.2,,,,A,USSR,181715220.0,197510050427
1453,USSR498,1975,431,,1975,OCT,18,08:59:59,NZ-SS,70.816,53.753, Yu-7,,,UG-S,WR,150,1500,600,6.75,,,Ch-70,USSR,182854799.0,197510180859
1454,USSR496,1975,430,S,1975,OCT,18,09:00:00,NZ-SS,70.816,53.744, Yu-6N,-1100,,UG-S,WR,150,1500,600,,,,Ch-70,USSR,182854800.0,197510180900
1455,USSR497,1975,430,SS,1975,OCT,18,09:00:00,NZ-SS,70.816,53.744, Yu-6N,,,UG-S,WR,150,1500,600,,,,Ch-70,USSR,182854800.0,197510180900
1456,USSR499,1975,432,S,1975,OCT,21,11:59:58,NZ-NS,73.307,55.01, A-12,-700,,X UG-T,WR,150,1500,1300,6.6,,,KB-11/A,USSR,183124798.0,197510211159
1457,USSR500,1975,432,SS,1975,OCT,21,11:59:58,NZ-NS,73.307,55.01, A-12,,,UG-T,WR,150,1500,,,,,KB-11/C,USSR,183124798.0,197510211159
1458,USSR501,1975,432,SS,1975,OCT,21,11:59:58,NZ-NS,73.307,55.01, A-12,,,UG-T,WR,20,150,,,,,KB-11/C,USSR,183124798.0,197510211159
1459,USSR502,1975,432,SS,1975,OCT,21,11:59:58,NZ-NS,73.307,55.01, A-12,,,UG-T,WR,150,1500,,,,,KB-11/C,USSR,183124798.0,197510211159
1460,USSR503,1975,432,SS,1975,OCT,21,11:59:58,NZ-NS,73.307,55.01, A-12,,,UG-T,WR,150,1500,,,,,KB-11/C,USSR,183124798.0,197510211159
1461,US852,Anvil,Husky Pup,,1975,OCT,24,17:11:26.093,NTS-RM,37.22164,-116.17969, U12t.03,-327.96,2036,UG-T,WE,0,20,15,4.7,,,LLNL,US,183402686.093,197510241711
1462,PRC17,,,,1975,OCT,27,00:59:58,LN-B,41.375,88.326,,,,UG-T,,0,10,2.5,5.0,,,,PRC,183603598.0,197510270059
1463,US853,Anvil,Kasseri,,1975,OCT,28,14:30:00.16,NTS-PM,37.29005,-116.41155, U20z-,1264.92,1957,UG-S,WR,200,1000 1,1000,6.4,,,LLNL,US,183738600.16,197510281430
1464,USSR504,1975,433,,1975,OCT,29,04:46:59,STS-B,49.95389,78.87389,1206,,,UG-S,WR,20,150,36,5.61,,,,USSR,183790019.0,197510290446
1465,US854,Anvil,Deck,,1975,NOV,18,15:30:00.113,NTS-YF,37.02031,-116.02063, U3kd,-326.14,1185,UG-S,WR,0,20,5,4.4,,,LANL,US,185556600.113,197511181530
1466,US855,Anvil,Inlet,,1975,NOV,20,15:00:00.093,NTS-PM,37.22496,-116.36756, U19f,-818.33,2025,UG-S,WR,200,1000,500,6.0,,,LANL,US,185727600.093,197511201500
1467,RF65,1975,Hector,,1975,NOV,26,00:48:00,PFA-R1,-22.28,-138.74,,-585,,UG-S, WR,5,10,5,5.23,,,,RF,186194880.0,197511260048
1468,US856,Anvil,Leyden,,1975,NOV,26,15:30:00.163,NTS-YF,37.11726,-116.01888, U9cm,-326.11,1303,UG-S,WR,0,20,5,5.0,,,LLNL,US,186247800.163,197511261530
1469,USSR505,1975,434,,1975,DEC,13,04:56:59,STS-D,49.81333,78.10861,604,,770,UG-T,WR,0.001,20,8,5.0,,,,USSR,187678619.0,197512130456
1470,US857,Anvil,Chiberta,,1975,DEC,20,20:00:00.164,NTS-YF,37.12765,-116.06157, U2ek,-716,1264,UG-S,WR,20,200,160,5.7,,,LLNL,US,188337600.164,197512202000
1471,USSR506,1975,435,,1975,DEC,25,05:16:59,STS-B,50.04389,78.82,1067,,,UG-S,WR,20,150,59,5.69,,,,USSR,188716619.0,197512250516
1472,US858,Anvil,Muenster,,1976,JAN,3,19:15:00.162,NTS-PM,37.29655,-116.33319, U19e,-1452.4,2082,UG-S,WR,200,1000,800,6.2,,,LLNL,US,189544500.162,197601031915
1473,USSR507,1976,436,,1976,JAN,15,04:46:59,STS-D,49.81,78.17139,115,,602,UG-T,WR,0.001,20,13,5.18,,,,USSR,190529219.0,197601150446
1474,PRC18,,,,1976,JAN,23,06:00:00,LN,41.5,88.5,,,,A,,0,20,,,,,,PRC,191224800.0,197601230600
1475,US859,Anvil,Keelson,,1976,FEB,4,14:20:00.112,NTS-YF,37.06926,-116.03016, U7ai,-639.62,1218,UG-S,WR,20,200,150,5.8,,,LANL,US,192291600.112,197602041420
1476,US860,Anvil,Esrom,,1976,FEB,4,14:40:00.163,NTS-YF,37.10659,-116.03742, U7ak,-654.6,1258,UG-S,WR,20,200,160,5.7,,,LLNL,US,192292800.163,197602041440
1477,US861,Anvil,Fontina,,1976,FEB,12,14:45:00.163,NTS-PM,37.27141,-116.48844, U20f,-1219,1837,UG-S,WR,200,1000,900,6.3,,,LLNL,US,192984300.163,197602121445
1478,US862,Anvil,Cheshire,,1976,FEB,14,11:30:00.162,NTS-PM,37.24264,-116.42021, U20n,-1167,1947,UG-S,WR,200,500,350,6.0,,,LLNL,US,193145400.162,197602141130
1479,US863,Anvil,Shallows,,1976,FEB,26,14:50:00.091,NTS-YF,37.02852,-116.01577, U3jf,-244.85,1188,UG-S,WR,0,20,2.5,4.2,,,LANL,US,194194200.091,197602261450
1480,US864,Anvil,Estuary,,1976,MAR,9,14:00:00.094,NTS-PM,37.30996,-116.36422, U19g,-856.79,2025,UG-S,WR,200,500,350,6.0,,,LANL,US,195228000.094,197603091400
1481,US865,Anvil,Colby,,1976,MAR,14,12:30:00.163,NTS-PM,37.30599,-116.47148, U20aa,-1273.4,1904,UG-S,WR,500,1000,800,6.3,,,LLNL,US,195654600.163,197603141230
1482,USSR508,1976,437,,1976,MAR,17,02:57:00,STS-D,49.75556,78.09917, 608P,,642,UG-T,WR,0.001,20,,,,,,USSR,195879420.0,197603170257
1483,US866,Anvil,Pool,,1976,MAR,17,14:15:00.09,NTS-PM,37.25589,-116.32858, U19p,-881.18,2076,UG-S,WR,200,500,500,6.1,,,LANL,US,195920100.09,197603171415
1484,US867,Anvil,Strait,,1976,MAR,17,14:45:00.091,NTS-YF,37.10728,-116.05248, U4a,-782.42,1243,UG-S,WR,200,500,210,5.8,,,LANL,US,195921900.091,197603171445
1485,USSR509,1976,438,,1976,MAR,29,07:00:00,-KZ-BA,47.897,48.133, A-III-2,-990,,UG-CS,I,10,,10,4.3,,,,USSR,196930800.0,197603290700
1486,RF66,1976,Patrocle,,1976,APR,3,17:07:00,PMU-R,-21.83,-138.88,,-600,,UG-S, WR,0,5,1,,,,,RF,197399220.0,197604031707
1487,USSR510,1976,439,,1976,APR,10,05:03:00,STS-D,49.755,78.0475, 609P,-130,715,UG-T,WR,0.001,20,0.1,,,,,USSR,197960580.0,197604100503
1488,USSR511,1976,441,,1976,APR,21,04:58:00,STS-D,49.75472,78.1075, 101P,,650,UG-T,WR,0.001,20,7,4.94,,,,USSR,198910680.0,197604210458
1489,USSR512,1976,440,,1976,APR,21,05:02:59,STS-B,49.90056,78.83083,1201,,,UG-S,WR,0.001,20,7,5.12,,,,USSR,198910979.0,197604210502
1490,US868,Anvil,Mighty Epic,,1976,MAY,12,19:50:00.17,NTS-RM,37.2091,-116.2125, U12n.10,-396.24,2224,UG-T,WE,0,20,20,4.9,,,LLNL,US,200778600.17,197605121950
1491,USSR513,1976,442,,1976,MAY,19,02:57:00,STS-D,49.7775,78.01556, 163P,,749,UG-T,WR,0.001,20,3.7,4.72,,,,USSR,201322620.0,197605190257
1492,US869,Anvil,Rivoli,,1976,MAY,20,17:30:00.162,NTS-YF,37.1372,-116.06658, U2eg,-199.64,1279,UG-S,WR,0,20,0.6,3.7,,,LLNL,US,201461400.162,197605201730
1493,USSR514,1976,443,,1976,JUN,9,03:02:59,STS-B,49.99361,79.02444,1075,,,UG-S,WR,0.001,20,10,5.07,,,,USSR,203137379.0,197606090302
1494,USSR515,1976,444,,1976,JUL,4,02:56:59,STS-B,49.90417,78.89944,1062,,,UG-S,WR,20,150,65,5.85,,,,USSR,205297019.0,197607040256
1495,RF67,1976,Menelas,,1976,JUL,11,00:30:00,PMU-R,-21.863,-138.786,,,,UG-S, WR,5,20,12,5.09,,,,RF,205893000.0,197607110030
1496,RF68,1976,Calypso,,1976,JUL,22,19:00:00,PMU-R,-21.8,-138.9,,-280,,UG-S, SE,0,,0,, ND,,,RF,206910000.0,197607221900
1497,USSR516,1976,445,,1976,JUL,23,02:33:00,STS-D,49.74333,78.05167,185,,394,UG-T,WR,0.001,20,7,4.96,,,,USSR,206937180.0,197607230233
1498,US870,Anvil,Billet,,1976,JUL,27,20:30:00.079,NTS-YF,37.07537,-116.04382, U7an,-636.57,1222,UG-S,WR,20,150,58,5.3,,,LANL,US,207347400.079,197607272030
1499,USSR517,1976,446,,1976,JUL,29,05:00:00,-KZ-BA,47.87,48.15, A-IV,-1000,,UG-S,I-C,V58,,58,5.9,,,,USSR,207464400.0,197607290500
1500,USSR518,1976,447,,1976,AUG,4,02:57:00,STS-SU,? 49.87000,77.7,133,,,UG-S,WR,0.001,20,0.9,4.2,,,,USSR,207975420.0,197608040257
1501,UK28,Anvil,Banon,,1976,AUG,26,14:30:00.168,NTS-YF,37.12501,-116.082, U2dz,-536.4,1275,UG-S,WR,20,150,51,5.3,, Chevaline WH?,,UK,209917800.168,197608261430
1502,USSR519,1976,448,,1976,AUG,28,02:57:00,STS-B,49.975,78.92639,1202,,,UG-S,WR,20,150,53,5.74,,,,USSR,210049020.0,197608280257
1503,PRC19,,,,1976,SEP,26,06:00:00,LN,41.5,88.5,,,,A,,200,,200,,FZ,,,PRC,212565600.0,197609260600
1504,USSR520,1976,449,S,1976,SEP,29,02:59:57,NZ-NS,73.36,54.871, A-14,-400,,UG-T,WR,20,150,44 130,5.83,,,KB-11,USSR,212813997.0,197609290259
