,JID#,SERIES,SHOT,SHOT_CODE,YEAR,MON,DAY,TIME,SITE,LAT,LON,HOLE,HOB,GZALT,TYPE,PUR,YD-MN,YD-MX,YIELD,MAG,DEVICE,WARHEAD,SPONSOR,NATION,UNIX_TIME,GTUNE_ID
2125,US1024,Grenadier,Misty Rain,,1985,APR,6,23:15:00.09,NTS-RM,37.20083,-116.20718, U12n.17,-388.6,2212,UG-T,WE,0,20,15,4.8,,,LLNL,US,481677300.09,198504062315
2126,USSR879,1985,660,S,1985,APR,25,00:57:09,STS-B,49.92667,78.88083,1319,,,UG-S,WR,20,150,74,5.84,,,,USSR,483238629.0,198504250057
2127,USSR880,1985,660,SS,1985,APR,25,00:57:09,STS-B,49.92667,78.88083,1319,,,UG-S,WR,20,150,,,,,,USSR,483238629.0,198504250057
2128,RF152,1985,Cercyon,,1985,APR,30,17:29:00,PMU-R,-21.829,-138.952,,,,UG-S, WR,5,20,13,5.12,,,,RF,483730140.0,198504301729
2129,US1025,Grenadier,Towanda,,1985,MAY,2,15:20:00.083,NTS-PM,37.25341,-116.32521, U19ab,-660.2,2085,UG-S,WR,20,150,150,5.7,,,LANL,US,483895200.083,198505021520
2130,RF153,1985,Nisos,,1985,MAY,8,20:28:00,PMU-L,-21.831,-138.981,,,0,UG-S, WR,20,80,80,5.82,,,,RF,484432080.0,198505082028
2131,RF154,1985,Talaos,,1985,JUN,3,17:30:00,PMU-R,-21.816,-138.897,,,,UG-S, WR,5,20,11,5.07,,,,RF,486667800.0,198506031730
2132,RF155,1985,Erginos,,1985,JUN,7,17:40:00,PMU-L,-21.8,-138.9,,,0,UG-S, WR,5,20,5,4.77,,,,RF,487014000.0,198506071740
2133,US1026,Grenadier,Salut,,1985,JUN,12,15:15:00.082,NTS-PM,37.24786,-116.48906, U20ak,-608.08,1873,UG-S,WR,20,150,100,5.5,,,LLNL,US,487437300.082,198506121515
2134,US1027,Grenadier,Ville,,1985,JUN,12,17:30:00.088,NTS-YF,37.08831,-116.08394, U4am,-293.2,1250,UG-S,WR,0,20,8,4.6,,,LLNL,US,487445400.088,198506121730
2135,USSR881,1985,661,S,1985,JUN,15,00:57:03,STS-B,49.90861,78.84278,1341,,,UG-S,WR,20,150,114,6.05,,,,USSR,487645023.0,198506150057
2136,USSR882,1985,661,SS,1985,JUN,15,00:57:03,STS-B,49.90861,78.84278,1341,,,UG-S,WR,0.001,20,,,,,,USSR,487645023.0,198506150057
2137,USSR883,1985,661,SS,1985,JUN,15,00:57:03,STS-B,49.92028,78.81944, 1061bis,,,UG-S,WR,0.001,20,,,,,,USSR,487645023.0,198506150057
2138,USSR884,1985,662 Benzol,,1985,JUN,18,04:00:00,-RU-T,60.6,72.7, ?,-2860,,UG-S,I-O,S 2.5,,2.5,,,,,USSR,487915200.0,198506180400
2139,US1028,Grenadier,Maribo,,1985,JUN,26,18:03:00.08,NTS-YF,37.1241,-116.12199, U2cs,-381,1352,UG-S,WR,0,20,3.5,4.3,,,LLNL,US,488656980.08,198506261803
2140,USSR885,1985,663,S,1985,JUN,30,02:39:05,STS-B,49.86444,78.66861,1354,,,UG-S,WR,0.001,20,86,5.92,,,,USSR,488947145.0,198506300239
2141,USSR886,1985,663,SS,1985,JUN,30,02:39:05,STS-B,49.86444,78.66861,1354,,,UG-S,WR,20,150,,,,,,USSR,488947145.0,198506300239
2142,USSR887,1985,664,,1985,JUL,11,02:57:02,STS-D,49.75056,78.04917, 175-PP,,682,UG-T,WR,0.001,20,0.5,4.0,,,,USSR,489898622.0,198507110257
2143,USSR888,1985,666 Agat,,1985,JUL,18,21:15:00,-RU,65.994,41.038, ?,-770,,UG-S,I-S,S 8.5,,8.5,5.1,,,,USSR,490569300.0,198507182115
2144,USSR889,1985,665,,1985,JUL,19,04:00:08,STS-D,49.80111,78.06861,901,,710,UG-T,WR,0.001,20,,,,,,USSR,490593608.0,198507190400
2145,USSR890,1985,667,,1985,JUL,20,00:53:16,STS-B,49.94972,78.78389,1322,,,UG-S,WR,20,150,74,5.89,,,,USSR,490668796.0,198507200053
2146,USSR891,1985,668,S,1985,JUL,25,03:11:09,STS-D,49.8186,78.0164,152,,654,UG-T,WR,0.001,20,5,4.82,,,,USSR,491109069.0,198507250311
2147,USSR892,1985,668,SS,1985,JUL,25,03:11:09,STS-D,49.8186,78.0164,152,,654,UG-T,WR,0.001,20,,,,,,USSR,491109069.0,198507250311
2148,USSR893,1985,668,SS,1985,JUL,25,03:11:09,STS-D,49.8186,78.0164,152,,654,UG-T,SE,0.001,20,,,,,,USSR,491109069.0,198507250311
2149,USSR894,1985,668,SS,1985,JUL,25,03:11:09,STS-D,49.8186,78.0164,152,,654,UG-T,SE,0.001,20,,,,,,USSR,491109069.0,198507250311
2150,US1029,Grenadier,Serena,,1985,JUL,25,14:00:00.088,NTS-PM,37.29725,-116.43807, U20an,-597,1942,UG-S,WR,20,150,45,5.2,,,LLNL,US,491148000.088,198507251400
2151,US1030,Grenadier,Cebrero,,1985,AUG,14,13:00:00.082,NTS-YF,37.11108,-116.01438, U9cw,-183,1316,UG-S,WR,0,20,,,,,LLNL,US,492872400.082,198508141300
2152,US1031,Grenadier,Chamita,,1985,AUG,17,16:25:00.09,NTS-YF,37.0023,-116.043, U3lz,-331.62,1181,UG-S,WR,0,20,8,4.6,,,LANL,US,493143900.09,198508171625
2153,US1032,Grenadier,Ponil,,1985,SEP,27,14:15:00.08,NTS-YF,37.0898,-116.0018, U7bv,-364.8,1284,UG-S,WR,0,20,10,4.7,,,LANL,US,496678500.08,198509271415
2154,US1033,Charioteer,Mill Yard,,1985,OCT,9,20:40:00.128,NTS-RM,37.20916,-116.20512, U12n.20,-371,2203,UG-TC,WE,0,200,0.075,,,,LANL,US,497738400.128,198510092040
